,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews
291,Blackthorn Restaurant and Irish Pub,t9TNKhddbmd9S7PSWJLeRg,New Brunswick,NJ,Irish,40.4961717,-74.4432955,$$,42
292,In N Out Deli & Grocery,hc_XXIJlnZmydY3IrL2AEA,New Brunswick,NJ,Delis,40.497466,-74.452231,0,1
293,Sophie's Bistro,PnGgduDWQOOEIrDJpqpxcg,Somerset,NJ,French,40.491369,-74.4723549,$$,210
294,Red Robin Gourmet Burgers and Brews,4ZaL8izfckslCUWZJL_a2w,East Brunswick,NJ,Burgers,40.4237875523922,-74.3817118166718,$$,92
295,Halal Boys,0C_UFtpdDNOg6V622PHfLQ,North Brunswick,NJ,Middle Eastern,40.458932727708,-74.4726570312134,$,38
296,Campus Pizza,bHGqy6vif35iJ4OawId_2A,New Brunswick,NJ,Pizza,40.49969,-74.454055,0,2
297,Gusto Grill,1QBqkHaHZf2WxdDG9olYtg,East Brunswick,NJ,Bars,40.419075,-74.374159,$$,348
298,King Of Gyro,jyNryxAdX4AC__6vRK8aBA,New Brunswick,NJ,Halal,40.4990135,-74.4515216,$,52
299,Le Peep,E-zF5ocp_HWWcADrUnz0-w,Edison,NJ,Breakfast & Brunch,40.5073550016936,-74.3939203310226,$$,490
300,The Blue Horse,im0lceO_PEluTMZdcrC3uA,Highland Park,NJ,Diners,40.4992115419489,-74.4281546026468,$$,75
301,Burgerim,Mr5g_xDNl1ghk8bRa0m79Q,New Brunswick,NJ,Burgers,40.49798,-74.44832,0,22
